step,li_err, learning_rate, time_train, time_mc  
 5000, 0.37097644805908203, 0.009999999776482582, 299.3486342430115, 3.175227642059326
10000, 0.3484363555908203, 0.009999999776482582, 291.87803530693054, 2.0301222801208496
15000, 0.15261077880859375, 0.009999999776482582, 213.85076141357422, 2.030299186706543
20000, 0.4203910827636719, 0.009999999776482582, 147.160662651062, 2.038485288619995
25000, 0.15639019012451172, 0.009999999776482582, 118.58889365196228, 2.025618076324463
30000, 0.20590972900390625, 0.009999999776482582, 118.17200183868408, 2.032271385192871
35000, 0.5211105346679688, 0.009999999776482582, 118.29487466812134, 2.02695369720459
40000, 0.12653255462646484, 0.0010000000474974513, 118.22506332397461, 2.0291903018951416
45000, 0.11602282524108887, 0.0010000000474974513, 118.18166661262512, 2.026127576828003
50000, 0.04710030555725098, 0.0010000000474974513, 118.24986839294434, 2.026904344558716
55000, 0.1194000244140625, 0.0010000000474974513, 118.2342119216919, 2.026259422302246
60000, 0.09849929809570312, 0.0010000000474974513, 118.243980884552, 2.0257997512817383
65000, 0.06297874450683594, 0.0010000000474974513, 118.25590991973877, 2.0286829471588135
70000, 0.07022666931152344, 0.0010000000474974513, 118.24110865592957, 2.0254459381103516
75000, 0.12497520446777344, 0.0010000000474974513, 118.26109004020691, 2.027689218521118
80000, 0.12475013732910156, 0.00010000000474974513, 118.28060364723206, 2.0272257328033447
85000, 0.021502971649169922, 0.00010000000474974513, 118.26563668251038, 2.0285449028015137
90000, 0.03149986267089844, 0.00010000000474974513, 118.22484278678894, 2.029372453689575
95000, 0.03379058837890625, 0.00010000000474974513, 118.2387158870697, 2.027221202850342
100000, 0.02257251739501953, 0.00010000000474974513, 118.28016686439514, 2.0291085243225098
105000, 0.028048891574144363, 0.00010000000474974513, 118.24525475502014, 2.027423858642578
110000, 0.02277660369873047, 0.00010000000474974513, 118.21072006225586, 2.02628231048584
115000, 0.027975834906101227, 0.00010000000474974513, 118.28191351890564, 2.030555009841919
120000, 0.019581597298383713, 1.0000000656873453e-05, 118.1935338973999, 2.0260846614837646
125000, 0.019108138978481293, 1.0000000656873453e-05, 118.25320053100586, 2.0291757583618164
130000, 0.016999244689941406, 1.0000000656873453e-05, 118.25572395324707, 2.0270328521728516
135000, 0.018998146057128906, 1.0000000656873453e-05, 118.21574401855469, 2.0293357372283936
140000, 0.019179776310920715, 1.0000000656873453e-05, 118.34626793861389, 2.0324552059173584
145000, 0.018787872046232224, 1.0000000656873453e-05, 118.27044081687927, 2.0289885997772217
150000, 0.019283752888441086, 1.0000000656873453e-05, 118.24989247322083, 2.027374505996704
