step,li_err, learning_rate, time_train, time_mc  
 5000, 0.16070842742919922, 0.009999999776482582, 307.65685272216797, 10.031545877456665
10000, 0.7704715728759766, 0.009999999776482582, 298.9231882095337, 8.839801549911499
15000, 0.3943643569946289, 0.009999999776482582, 296.98435640335083, 8.845534801483154
20000, 0.8159942626953125, 0.009999999776482582, 298.8789234161377, 8.909068584442139
25000, 0.47061729431152344, 0.009999999776482582, 300.60875368118286, 8.929689168930054
30000, 1.46533203125, 0.009999999776482582, 300.1708195209503, 8.870615005493164
35000, 1.0052754878997803, 0.009999999776482582, 297.9769995212555, 8.555788278579712
40000, 0.7071371078491211, 0.0010000000474974513, 296.2836368083954, 8.475199937820435
45000, 0.1867395043373108, 0.0010000000474974513, 297.48855447769165, 8.766783475875854
50000, 0.2237720489501953, 0.0010000000474974513, 297.25148153305054, 8.480360269546509
55000, 0.14742469787597656, 0.0010000000474974513, 290.7426710128784, 8.450849771499634
60000, 0.16821002960205078, 0.0010000000474974513, 293.8035819530487, 8.341768503189087
65000, 0.2664527893066406, 0.0010000000474974513, 294.194340467453, 8.460900068283081
70000, 0.10476303100585938, 0.0010000000474974513, 296.6860888004303, 8.413226842880249
75000, 0.17213332653045654, 0.0010000000474974513, 297.5378005504608, 8.855012655258179
80000, 0.6521682739257812, 0.00010000000474974513, 294.61737179756165, 8.49590516090393
85000, 0.04075431823730469, 0.00010000000474974513, 296.3444631099701, 8.557068586349487
90000, 0.04787158966064453, 0.00010000000474974513, 298.10930728912354, 8.821610927581787
95000, 0.04738903045654297, 0.00010000000474974513, 296.7405285835266, 8.86896562576294
100000, 0.0661458969116211, 0.00010000000474974513, 296.8143892288208, 8.82704782485962
105000, 0.04626178741455078, 0.00010000000474974513, 291.9462077617645, 8.844221353530884
110000, 0.043784141540527344, 0.00010000000474974513, 295.5778810977936, 8.868022441864014
115000, 0.05312919616699219, 0.00010000000474974513, 293.9404971599579, 8.815489530563354
120000, 0.04800701141357422, 1.0000000656873453e-05, 299.8021011352539, 8.859299898147583
125000, 0.026261329650878906, 1.0000000656873453e-05, 303.09435868263245, 8.495432376861572
130000, 0.02430248260498047, 1.0000000656873453e-05, 301.40644550323486, 8.434937000274658
135000, 0.027594566345214844, 1.0000000656873453e-05, 298.8503224849701, 8.440633773803711
140000, 0.029259681701660156, 1.0000000656873453e-05, 301.09138798713684, 8.428945541381836
145000, 0.02866649627685547, 1.0000000656873453e-05, 300.1499514579773, 8.426542282104492
150000, 0.03555583953857422, 1.0000000656873453e-05, 299.7705466747284, 8.443667650222778
