x,CDF(x)
0.506899999999999,0.693887507159848
0.507,0.693922590714815
0.507099999999999,0.693957672491091
0.5072,0.693992752488415
0.507299999999999,0.694027830706527
0.5074,0.694062907145166
0.5075,0.694097981804071
0.5076,0.694133054682983
0.5077,0.694168125781641
0.5078,0.694203195099784
0.5079,0.694238262637152
0.508,0.694273328393486
0.5081,0.694308392368524
0.5082,0.694343454562007
0.5083,0.694378514973674
0.5084,0.694413573603266
0.5085,0.694448630450523
0.508599999999999,0.694483685515184
0.5087,0.69451873879699
0.508799999999999,0.694553790295681
0.5089,0.694588840010997
0.508999999999999,0.694623887942679
0.5091,0.694658934090466
0.509199999999999,0.694693978454099
0.5093,0.694729021033319
0.509399999999999,0.694764061827865
0.5095,0.694799100837479
0.5096,0.694834138061901
0.5097,0.694869173500871
0.5098,0.694904207154131
0.5099,0.69493923902142
0.51,0.694974269102481
0.5101,0.695009297397052
0.5102,0.695044323904876
0.5103,0.695079348625693
0.5104,0.695114371559244
0.5105,0.69514939270527
0.5106,0.695184412063512
0.510699999999999,0.695219429633711
0.5108,0.695254445415609
0.510899999999999,0.695289459408946
0.511,0.695324471613465
0.511099999999999,0.695359482028905
0.5112,0.695394490655008
0.511299999999999,0.695429497491517
0.5114,0.695464502538171
0.511499999999999,0.695499505794714
0.5116,0.695534507260885
0.5117,0.695569506936427
0.5118,0.695604504821082
0.5119,0.695639500914591
0.512,0.695674495216696
0.5121,0.695709487727138
0.5122,0.695744478445659
0.5123,0.695779467372002
0.5124,0.695814454505909
0.5125,0.69584943984712
0.5126,0.695884423395378
0.5127,0.695919405150426
0.512799999999999,0.695954385112006
0.5129,0.695989363279858
0.512999999999999,0.696024339653727
0.5131,0.696059314233354
0.513199999999999,0.696094287018481
0.5133,0.69612925800885
0.513399999999999,0.696164227204205
0.5135,0.696199194604288
0.5136,0.69623416020884
0.5137,0.696269124017605
0.5138,0.696304086030326
0.5139,0.696339046246744
0.514,0.696374004666603
0.5141,0.696408961289646
0.5142,0.696443916115615
0.5143,0.696478869144252
0.5144,0.696513820375302
0.5145,0.696548769808507
0.5146,0.696583717443609
0.514699999999999,0.696618663280353
0.5148,0.69665360731848
0.514899999999999,0.696688549557735
0.515,0.69672348999786
0.515099999999999,0.696758428638599
0.5152,0.696793365479695
0.515299999999999,0.696828300520891
0.5154,0.696863233761931
0.515499999999999,0.696898165202558
0.5156,0.696933094842516
0.5157,0.696968022681548
0.5158,0.697002948719397
0.5159,0.697037872955809
0.516,0.697072795390525
0.5161,0.69710771602329
0.5162,0.697142634853848
0.5163,0.697177551881942
0.5164,0.697212467107316
0.5165,0.697247380529715
0.5166,0.697282292148882
0.5167,0.697317201964562
0.516799999999999,0.697352109976498
0.5169,0.697387016184435
0.516999999999999,0.697421920588116
0.5171,0.697456823187286
0.517199999999999,0.69749172398169
0.5173,0.697526622971071
0.517399999999999,0.697561520155174
0.5175,0.697596415533743
0.5176,0.697631309106524
0.5177,0.69766620087326
0.5178,0.697701090833695
0.5179,0.697735978987576
0.518,0.697770865334646
0.5181,0.697805749874649
0.5182,0.697840632607332
0.5183,0.697875513532438
0.5184,0.697910392649713
0.5185,0.697945269958901
0.5186,0.697980145459747
0.518699999999999,0.698015019151997
0.5188,0.698049891035396
0.518899999999999,0.698084761109688
0.519,0.698119629374619
0.519099999999999,0.698154495829933
0.5192,0.698189360475378
0.519299999999999,0.698224223310696
0.5194,0.698259084335635
0.519499999999999,0.698293943549939
0.5196,0.698328800953354
0.5197,0.698363656545626
0.5198,0.698398510326499
0.5199,0.69843336229572
0.52,0.698468212453034
0.5201,0.698503060798187
0.5202,0.698537907330924
0.5203,0.698572752050993
0.5204,0.698607594958137
0.5205,0.698642436052104
0.5206,0.698677275332639
0.5207,0.698712112799489
0.520799999999999,0.698746948452398
0.5209,0.698781782291115
0.520999999999999,0.698816614315383
0.5211,0.698851444524951
0.521199999999999,0.698886272919563
0.5213,0.698921099498968
0.521399999999999,0.698955924262909
0.5215,0.698990747211135
0.5216,0.699025568343392
0.5217,0.699060387659425
0.5218,0.699095205158983
0.5219,0.69913002084181
0.522,0.699164834707655
0.5221,0.699199646756263
0.5222,0.699234456987381
0.5223,0.699269265400757
0.5224,0.699304071996137
0.5225,0.699338876773268
0.5226,0.699373679731896
0.522699999999999,0.69940848087177
0.5228,0.699443280192635
0.522899999999999,0.69947807769424
0.523,0.699512873376331
0.523099999999999,0.699547667238655
0.5232,0.69958245928096
0.523299999999999,0.699617249502992
0.5234,0.699652037904501
0.523499999999999,0.699686824485231
0.5236,0.699721609244932
0.5237,0.699756392183351
0.5238,0.699791173300235
0.5239,0.699825952595332
0.524,0.699860730068389
0.5241,0.699895505719154
0.5242,0.699930279547375
0.5243,0.6999650515528
0.5244,0.699999821735177
0.5245,0.700034590094253
0.5246,0.700069356629776
0.5247,0.700104121341495
0.524799999999999,0.700138884229157
0.5249,0.700173645292511
0.524999999999999,0.700208404531304
0.5251,0.700243161945285
0.525199999999999,0.700277917534202
0.5253,0.700312671297804
0.525399999999999,0.700347423235839
0.5255,0.700382173348054
0.525599999999999,0.700416921634199
0.5257,0.700451668094023
0.5258,0.700486412727273
0.5259,0.700521155533698
0.526,0.700555896513047
0.5261,0.700590635665068
0.5262,0.700625372989511
0.5263,0.700660108486124
0.5264,0.700694842154656
0.5265,0.700729573994855
0.5266,0.700764304006472
0.5267,0.700799032189254
0.5268,0.700833758542951
0.526899999999999,0.700868483067311
0.527,0.700903205762085
0.527099999999999,0.700937926627021
0.5272,0.700972645661869
0.527299999999999,0.701007362866377
0.5274,0.701042078240295
0.527499999999999,0.701076791783373
0.5276,0.701111503495359
0.5277,0.701146213376004
0.5278,0.701180921425057
0.5279,0.701215627642268
0.528,0.701250332027385
0.5281,0.70128503458016
0.5282,0.701319735300341
0.5283,0.701354434187678
0.5284,0.701389131241921
0.5285,0.701423826462821
0.5286,0.701458519850127
0.5287,0.701493211403589
0.528799999999999,0.701527901122956
0.5289,0.70156258900798
0.528999999999999,0.70159727505841
0.5291,0.701631959273997
0.529199999999999,0.70166664165449
0.5293,0.701701322199641
0.529399999999999,0.701736000909198
0.5295,0.701770677782914
0.529599999999999,0.701805352820537
0.5297,0.701840026021819
0.5298,0.701874697386511
0.5299,0.701909366914362
0.53,0.701944034605124
0.5301,0.701978700458546
0.5302,0.70201336447438
0.5303,0.702048026652377
0.5304,0.702082686992288
0.5305,0.702117345493863
0.5306,0.702152002156853
0.5307,0.702186656981009
0.5308,0.702221309966082
0.530899999999999,0.702255961111824
0.531,0.702290610417986
0.531099999999999,0.702325257884318
0.5312,0.702359903510572
0.531299999999999,0.702394547296499
0.5314,0.702429189241851
0.531499999999999,0.702463829346379
0.5316,0.702498467609834
0.5317,0.702533104031968
0.5318,0.702567738612532
0.5319,0.702602371351279
0.532,0.702637002247959
0.5321,0.702671631302324
0.5322,0.702706258514126
0.5323,0.702740883883117
0.5324,0.702775507409049
0.5325,0.702810129091674
0.5326,0.702844748930742
0.5327,0.702879366926008
0.532799999999999,0.702913983077221
0.5329,0.702948597384136
0.532999999999999,0.702983209846503
0.5331,0.703017820464075
0.533199999999999,0.703052429236604
0.5333,0.703087036163843
0.533399999999999,0.703121641245544
0.5335,0.703156244481458
0.533599999999999,0.703190845871339
0.5337,0.70322544541494
0.5338,0.703260043112012
0.5339,0.703294638962308
0.534,0.703329232965581
0.5341,0.703363825121584
0.5342,0.703398415430069
0.5343,0.703433003890789
0.5344,0.703467590503497
0.5345,0.703502175267945
0.5346,0.703536758183888
0.5347,0.703571339251077
0.5348,0.703605918469266
0.534899999999999,0.703640495838208
0.535,0.703675071357655
0.535099999999999,0.703709645027362
0.5352,0.703744216847082
0.535299999999999,0.703778786816567
0.5354,0.703813354935571
0.535499999999999,0.703847921203848
0.5356,0.703882485621151
0.535699999999999,0.703917048187232
0.5358,0.703951608901847
0.5359,0.703986167764749
0.536,0.70402072477569
0.5361,0.704055279934426
0.5362,0.704089833240709
0.5363,0.704124384694293
0.5364,0.704158934294933
0.5365,0.704193482042382
0.5366,0.704228027936393
0.5367,0.704262571976722
0.536799999999999,0.704297114163122
0.5369,0.704331654495348
0.536999999999999,0.704366192973152
0.5371,0.70440072959629
0.537199999999999,0.704435264364516
0.5373,0.704469797277584
0.537399999999999,0.704504328335249
0.5375,0.704538857537264
0.537599999999999,0.704573384883384
0.5377,0.704607910373365
0.5378,0.704642434006959
0.5379,0.704676955783923
0.538,0.70471147570401
0.5381,0.704745993766975
0.5382,0.704780509972573
0.5383,0.70481502432056
0.5384,0.704849536810688
0.5385,0.704884047442715
0.5386,0.704918556216394
0.5387,0.70495306313148
0.5388,0.704987568187729
0.538899999999999,0.705022071384895
0.539,0.705056572722735
0.539099999999999,0.705091072201002
0.5392,0.705125569819453
0.539299999999999,0.705160065577842
0.5394,0.705194559475925
0.539499999999999,0.705229051513457
0.5396,0.705263541690194
0.539699999999999,0.705298030005892
0.5398,0.705332516460305
0.5399,0.70536700105319
0.54,0.705401483784302
0.5401,0.705435964653397
0.5402,0.70547044366023
0.5403,0.705504920804557
0.5404,0.705539396086135
0.5405,0.705573869504719
0.5406,0.705608341060065
0.5407,0.705642810751929
0.5408,0.705677278580067
0.5409,0.705711744544235
0.540999999999999,0.70574620864419
0.5411,0.705780670879688
0.541199999999999,0.705815131250484
0.5413,0.705849589756336
0.541399999999999,0.705884046396999
0.5415,0.70591850117223
0.541599999999999,0.705952954081785
0.5417,0.705987405125422
0.5418,0.706021854302896
0.5419,0.706056301613964
0.542,0.706090747058383
0.5421,0.70612519063591
0.5422,0.7061596323463
0.5423,0.706194072189312
0.5424,0.706228510164702
0.5425,0.706262946272227
0.5426,0.706297380511643
0.5427,0.706331812882708
0.5428,0.70636624338518
0.542899999999999,0.706400672018814
0.543,0.706435098783369
0.543099999999999,0.7064695236786
0.5432,0.706503946704267
0.543299999999999,0.706538367860126
0.5434,0.706572787145934
0.543499999999999,0.706607204561449
0.5436,0.706641620106428
0.543699999999999,0.706676033780629
0.5438,0.70671044558381
0.5439,0.706744855515727
0.544,0.706779263576139
0.5441,0.706813669764804
0.5442,0.706848074081479
0.5443,0.706882476525922
0.5444,0.70691687709789
0.5445,0.706951275797143
0.5446,0.706985672623437
0.5447,0.707020067576532
0.5448,0.707054460656184
0.5449,0.707088851862152
0.544999999999999,0.707123241194195
0.5451,0.70715762865207
0.545199999999999,0.707192014235535
0.5453,0.70722639794435
0.545399999999999,0.707260779778273
0.5455,0.707295159737061
0.545599999999999,0.707329537820473
0.5457,0.707363914028269
0.5458,0.707398288360206
0.5459,0.707432660816044
0.546,0.70746703139554
0.5461,0.707501400098453
0.5462,0.707535766924543
0.5463,0.707570131873569
0.5464,0.707604494945288
0.5465,0.707638856139461
0.5466,0.707673215455845
0.5467,0.707707572894201
0.5468,0.707741928454287
0.546899999999999,0.707776282135862
0.547,0.707810633938686
0.547099999999999,0.707844983862517
0.5472,0.707879331907115
0.547299999999999,0.70791367807224
0.5474,0.707948022357651
0.547499999999999,0.707982364763107
0.5476,0.708016705288368
0.547699999999999,0.708051043933193
0.5478,0.708085380697342
0.5479,0.708119715580575
0.548,0.708154048582651
0.5481,0.70818837970333
0.5482,0.708222708942372
0.5483,0.708257036299537
0.5484,0.708291361774584
0.5485,0.708325685367273
0.5486,0.708360007077366
0.5487,0.708394326904621
0.5488,0.708428644848798
0.5489,0.708462960909659
0.548999999999999,0.708497275086962
0.5491,0.70853158738047
0.549199999999999,0.70856589778994
0.5493,0.708600206315135
0.549399999999999,0.708634512955814
0.5495,0.708668817711739
0.549599999999999,0.708703120582668
0.5497,0.708737421568364
0.549799999999999,0.708771720668586
0.5499,0.708806017883096
0.55,0.708840313211654
0.5501,0.70887460665402
0.5502,0.708908898209956
0.5503,0.708943187879223
0.5504,0.708977475661581
0.5505,0.709011761556791
0.5506,0.709046045564615
0.5507,0.709080327684813
0.5508,0.709114607917147
0.5509,0.709148886261378
0.551,0.709183162717267
0.551099999999999,0.709217437284575
0.5512,0.709251709963064
0.551299999999999,0.709285980752494
0.5514,0.709320249652629
0.551499999999999,0.709354516663228
0.5516,0.709388781784053
0.551699999999999,0.709423045014867
0.5518,0.709457306355431
0.5519,0.709491565805505
0.552,0.709525823364853
0.5521,0.709560079033236
0.5522,0.709594332810416
0.5523,0.709628584696154
0.5524,0.709662834690213
0.5525,0.709697082792354
0.5526,0.70973132900234
0.5527,0.709765573319933
0.5528,0.709799815744895
0.5529,0.709834056276987
0.552999999999999,0.709868294915973
0.5531,0.709902531661615
0.553199999999999,0.709936766513675
0.5533,0.709970999471915
0.553399999999999,0.710005230536098
0.5535,0.710039459705986
0.553599999999999,0.710073686981342
0.5537,0.710107912361928
0.553799999999999,0.710142135847508
0.5539,0.710176357437843
0.554,0.710210577132698
0.5541,0.710244794931833
0.5542,0.710279010835013
0.5543,0.710313224842
0.5544,0.710347436952557
0.5545,0.710381647166447
0.5546,0.710415855483434
0.5547,0.71045006190328
0.5548,0.710484266425748
0.5549,0.710518469050602
0.555,0.710552669777606
0.555099999999999,0.710586868606521
0.5552,0.710621065537112
0.555299999999999,0.710655260569143
0.5554,0.710689453702375
0.555499999999999,0.710723644936574
0.5556,0.710757834271503
0.555699999999999,0.710792021706925
0.5558,0.710826207242604
0.5559,0.710860390878304
0.556,0.710894572613788
0.5561,0.710928752448821
0.5562,0.710962930383166
0.5563,0.710997106416587
0.5564,0.711031280548848
0.5565,0.711065452779713
0.5566,0.711099623108947
0.5567,0.711133791536313
0.5568,0.711167958061575
0.5569,0.711202122684499
0.556999999999999,0.711236285404847
0.5571,0.711270446222385
0.557199999999999,0.711304605136877
0.5573,0.711338762148088
0.557399999999999,0.711372917255781
0.5575,0.711407070459721
0.557599999999999,0.711441221759673
0.5577,0.711475371155402
0.557799999999999,0.711509518646672
0.5579,0.711543664233249
0.558,0.711577807914896
0.5581,0.711611949691379
0.5582,0.711646089562462
0.5583,0.711680227527911
0.5584,0.711714363587491
0.5585,0.711748497740966
0.5586,0.711782629988103
0.5587,0.711816760328665
0.5588,0.711850888762418
0.5589,0.711885015289127
0.559,0.711919139908559
0.559099999999999,0.711953262620477
0.5592,0.711987383424648
0.559299999999999,0.712021502320837
0.5594,0.712055619308809
0.559499999999999,0.712089734388331
0.5596,0.712123847559167
0.559699999999999,0.712157958821083
0.5598,0.712192068173846
0.5599,0.712226175617221
0.56,0.712260281150973
0.5601,0.712294384774869
0.5602,0.712328486488674
0.5603,0.712362586292155
0.5604,0.712396684185077
0.5605,0.712430780167207
0.5606,0.712464874238311
0.5607,0.712498966398155
0.5608,0.712533056646504
0.5609,0.712567144983127
0.560999999999999,0.712601231407788
0.5611,0.712635315920255
0.561199999999999,0.712669398520293
0.5613,0.712703479207669
0.561399999999999,0.71273755798215
0.5615,0.712771634843502
0.561599999999999,0.712805709791492
0.5617,0.712839782825887
0.561799999999999,0.712873853946453
0.5619,0.712907923152958
0.562,0.712941990445167
0.5621,0.712976055822849
0.5622,0.713010119285769
0.5623,0.713044180833696
0.5624,0.713078240466395
0.5625,0.713112298183635
0.5626,0.713146353985182
0.5627,0.713180407870803
0.5628,0.713214459840266
0.5629,0.713248509893338
0.563,0.713282558029787
0.563099999999999,0.713316604249379
0.5632,0.713350648551883
0.563299999999999,0.713384690937066
0.5634,0.713418731404695
0.563499999999999,0.713452769954538
0.5636,0.713486806586363
0.563699999999999,0.713520841299938
0.5638,0.71355487409503
0.563899999999999,0.713588904971407
0.564,0.713622933928836
0.5641,0.713656960967087
0.5642,0.713690986085927
0.5643,0.713725009285124
0.5644,0.713759030564445
0.5645,0.71379304992366
0.5646,0.713827067362537
0.5647,0.713861082880843
0.5648,0.713895096478346
0.5649,0.713929108154816
0.565,0.713963117910021
0.5651,0.713997125743729
0.565199999999999,0.714031131655708
0.5653,0.714065135645728
0.565399999999999,0.714099137713557
0.5655,0.714133137858962
0.565599999999999,0.714167136081714
0.5657,0.714201132381581
0.565799999999999,0.714235126758332
0.5659,0.714269119211735
0.566,0.71430310974156
0.5661,0.714337098347575
0.5662,0.71437108502955
0.5663,0.714405069787253
0.5664,0.714439052620454
0.5665,0.714473033528921
0.5666,0.714507012512425
0.5667,0.714540989570734
0.5668,0.714574964703618
0.5669,0.714608937910846
0.567,0.714642909192187
0.567099999999999,0.714676878547411
0.5672,0.714710845976288
0.567299999999999,0.714744811478586
0.5674,0.714778775054077
0.567499999999999,0.714812736702529
0.5676,0.714846696423712
0.567699999999999,0.714880654217396
0.5678,0.714914610083351
0.567899999999999,0.714948564021346
0.568,0.714982516031152
0.5681,0.715016466112539
0.5682,0.715050414265276
0.5683,0.715084360489134
0.5684,0.715118304783883
0.5685,0.715152247149293
0.5686,0.715186187585134
0.5687,0.715220126091178
0.5688,0.715254062667193
0.5689,0.71528799731295
0.569,0.715321930028221
0.5691,0.715355860812775
0.569199999999999,0.715389789666383
0.5693,0.715423716588816
0.569399999999999,0.715457641579843
0.5695,0.715491564639237
0.569599999999999,0.715525485766768
0.5697,0.715559404962206
0.569799999999999,0.715593322225323
0.5699,0.715627237555889
0.57,0.715661150953676
0.5701,0.715695062418454
0.5702,0.715728971949994
0.5703,0.715762879548068
0.5704,0.715796785212447
0.5705,0.715830688942902
0.5706,0.715864590739205
0.5707,0.715898490601126
0.5708,0.715932388528437
0.5709,0.715966284520909
0.571,0.716000178578315
0.571099999999999,0.716034070700425
0.5712,0.716067960887012
0.571299999999999,0.716101849137846
0.5714,0.7161357354527
0.571499999999999,0.716169619831345
0.5716,0.716203502273553
0.571699999999999,0.716237382779096
0.5718,0.716271261347746
0.571899999999999,0.716305137979275
0.572,0.716339012673455
0.5721,0.716372885430057
0.5722,0.716406756248855
0.5723,0.71644062512962
0.5724,0.716474492072124
0.5725,0.71650835707614
0.5726,0.71654222014144
0.5727,0.716576081267796
0.5728,0.716609940454981
0.5729,0.716643797702768
0.573,0.716677653010928
0.5731,0.716711506379235
0.573199999999999,0.716745357807461
0.5733,0.716779207295378
0.573399999999999,0.71681305484276
0.5735,0.71684690044938
0.573599999999999,0.716880744115009
0.5737,0.716914585839421
0.573799999999999,0.71694842562239
0.5739,0.716982263463687
0.574,0.717016099363087
0.5741,0.717049933320361
0.5742,0.717083765335284
0.5743,0.717117595407628
0.5744,0.717151423537167
0.5745,0.717185249723674
0.5746,0.717219073966922
0.5747,0.717252896266686
0.5748,0.717286716622737
0.5749,0.71732053503485
0.575,0.717354351502799
0.5751,0.717388166026357
0.5752,0.717421978605297
0.575299999999999,0.717455789239394
0.5754,0.717489597928421
0.575499999999999,0.717523404672152
0.5756,0.717557209470361
0.575699999999999,0.717591012322821
0.5758,0.717624813229308
0.575899999999999,0.717658612189594
0.576,0.717692409203454
0.5761,0.717726204270663
0.5762,0.717759997390993
0.5763,0.71779378856422
0.5764,0.717827577790118
0.5765,0.717861365068461
0.5766,0.717895150399024
0.5767,0.71792893378158
0.5768,0.717962715215905
0.5769,0.717996494701773
0.577,0.718030272238959
0.5771,0.718064047827237
0.577199999999999,0.718097821466382
0.5773,0.718131593156169
0.577399999999999,0.718165362896373
0.5775,0.718199130686768
0.577599999999999,0.718232896527129
0.5777,0.718266660417232
0.577799999999999,0.718300422356852
0.5779,0.718334182345763
0.577999999999999,0.71836794038374
0.5781,0.718401696470559
0.5782,0.718435450605995
0.5783,0.718469202789824
0.5784,0.71850295302182
0.5785,0.718536701301759
0.5786,0.718570447629417
0.5787,0.718604192004569
0.5788,0.71863793442699
0.5789,0.718671674896456
0.579,0.718705413412743
0.5791,0.718739149975627
0.5792,0.718772884584883
0.579299999999999,0.718806617240286
0.5794,0.718840347941614
0.579499999999999,0.718874076688641
0.5796,0.718907803481144
0.579699999999999,0.718941528318899
0.5798,0.718975251201682
0.579899999999999,0.719008972129269
0.58,0.719042691101436
0.5801,0.719076408117959
0.5802,0.719110123178614
0.5803,0.719143836283179
0.5804,0.719177547431429
0.5805,0.719211256623141
0.5806,0.71924496385809
0.5807,0.719278669136055
0.5808,0.719312372456811
0.5809,0.719346073820135
0.581,0.719379773225804
0.5811,0.719413470673594
0.581199999999999,0.719447166163282
0.5813,0.719480859694645
0.581399999999999,0.719514551267461
0.5815,0.719548240881505
0.581599999999999,0.719581928536555
0.5817,0.719615614232388
0.581799999999999,0.719649297968781
0.5819,0.719682979745511
0.581999999999999,0.719716659562356
0.5821,0.719750337419092
0.5822,0.719784013315498
0.5823,0.71981768725135
0.5824,0.719851359226426
0.5825,0.719885029240502
0.5826,0.719918697293358
0.5827,0.71995236338477
0.5828,0.719986027514516
0.5829,0.720019689682374
0.583,0.720053349888121
0.5831,0.720087008131536
0.5832,0.720120664412395
0.583299999999999,0.720154318730478
0.5834,0.720187971085561
0.583499999999999,0.720221621477423
0.5836,0.720255269905842
0.583699999999999,0.720288916370596
0.5838,0.720322560871464
0.583899999999999,0.720356203408222
0.584,0.720389843980651
0.5841,0.720423482588527
0.5842,0.720457119231629
0.5843,0.720490753909737
0.5844,0.720524386622627
0.5845,0.720558017370079
0.5846,0.720591646151872
0.5847,0.720625272967783
0.5848,0.720658897817592
0.5849,0.720692520701077
0.585,0.720726141618017
0.5851,0.720759760568191
0.585199999999999,0.720793377551378
0.5853,0.720826992567356
0.585399999999999,0.720860605615905
0.5855,0.720894216696804
0.585599999999999,0.720927825809832
0.5857,0.720961432954768
0.585799999999999,0.720995038131391
0.5859,0.72102864133948
0.585999999999999,0.721062242578815
0.5861,0.721095841849175
0.5862,0.72112943915034
0.5863,0.721163034482088
0.5864,0.7211966278442
0.5865,0.721230219236455
0.5866,0.721263808658633
0.5867,0.721297396110512
0.5868,0.721330981591874
0.5869,0.721364565102498
0.587,0.721398146642163
0.5871,0.72143172621065
0.5872,0.721465303807738
0.587299999999999,0.721498879433207
0.5874,0.721532453086838
0.587499999999999,0.721566024768411
0.5876,0.721599594477705
0.587699999999999,0.721633162214501
0.5878,0.721666727978579
0.587899999999999,0.721700291769719
0.588,0.721733853587702
0.588099999999999,0.721767413432308
0.5882,0.721800971303318
0.5883,0.721834527200512
0.5884,0.721868081123671
0.5885,0.721901633072574
0.5886,0.721935183047004
0.5887,0.72196873104674
0.5888,0.722002277071564
0.5889,0.722035821121256
0.589,0.722069363195597
0.5891,0.722102903294368
0.5892,0.72213644141735
0.5893,0.722169977564324
0.589399999999999,0.722203511735071
0.5895,0.722237043929372
0.589599999999999,0.722270574147009
0.5897,0.722304102387762
0.589799999999999,0.722337628651413
0.5899,0.722371152937744
0.589999999999999,0.722404675246535
0.5901,0.722438195577568
0.5902,0.722471713930625
0.5903,0.722505230305488
0.5904,0.722538744701936
0.5905,0.722572257119754
0.5906,0.722605767558721
0.5907,0.722639276018621
0.5908,0.722672782499234
0.5909,0.722706287000343
0.591,0.722739789521729
0.5911,0.722773290063175
0.5912,0.722806788624462
0.591299999999999,0.722840285205373
0.5914,0.72287377980569
0.591499999999999,0.722907272425194
0.5916,0.722940763063669
0.591699999999999,0.722974251720896
0.5918,0.723007738396658
0.591899999999999,0.723041223090737
0.592,0.723074705802916
0.592099999999999,0.723108186532977
0.5922,0.723141665280703
0.5923,0.723175142045875
0.5924,0.723208616828278
0.5925,0.723242089627693
0.5926,0.723275560443904
0.5927,0.723309029276693
0.5928,0.723342496125843
0.5929,0.723375960991137
0.593,0.723409423872358
0.5931,0.723442884769289
0.5932,0.723476343681713
0.5933,0.723509800609413
0.593399999999999,0.723543255552172
0.5935,0.723576708509774
0.593599999999999,0.723610159482002
0.5937,0.72364360846864
0.593799999999999,0.723677055469469
0.5939,0.723710500484275
0.593999999999999,0.723743943512841
0.5941,0.723777384554949
0.5942,0.723810823610385
0.5943,0.72384426067893
0.5944,0.72387769576037
0.5945,0.723911128854487
0.5946,0.723944559961066
0.5947,0.723977989079891
0.5948,0.724011416210745
0.5949,0.724044841353413
0.595,0.724078264507677
0.5951,0.724111685673324
0.5952,0.724145104850136
0.595299999999999,0.724178522037897
0.5954,0.724211937236393
0.595499999999999,0.724245350445407
0.5956,0.724278761664724
0.595699999999999,0.724312170894128
0.5958,0.724345578133403
0.595899999999999,0.724378983382334
0.596,0.724412386640706
0.596099999999999,0.724445787908303
0.5962,0.724479187184909
0.5963,0.724512584470311
0.5964,0.724545979764291
0.5965,0.724579373066635
0.5966,0.724612764377129
0.5967,0.724646153695556
0.5968,0.724679541021702
0.5969,0.724712926355352
0.597,0.724746309696291
0.5971,0.724779691044304
0.5972,0.724813070399176
0.5973,0.724846447760692
0.597399999999999,0.724879823128638
0.5975,0.7249131965028
0.597599999999999,0.724946567882961
0.5977,0.724979937268909
0.597799999999999,0.725013304660428
0.5979,0.725046670057304
0.597999999999999,0.725080033459323
0.5981,0.725113394866269
0.5982,0.72514675427793
0.5983,0.725180111694091
0.5984,0.725213467114537
0.5985,0.725246820539054
0.5986,0.725280171967428
0.5987,0.725313521399446
0.5988,0.725346868834893
0.5989,0.725380214273556
0.599,0.72541355771522
0.5991,0.725446899159671
0.5992,0.725480238606697
0.599299999999999,0.725513576056082
0.5994,0.725546911507615
0.599499999999999,0.72558024496108
0.5996,0.725613576416264
0.599699999999999,0.725646905872954
0.5998,0.725680233330937
0.599899999999999,0.725713558789999
0.6,0.725746882249926
0.600099999999999,0.725780203710506
0.6002,0.725813523171525
0.6003,0.72584684063277
0.6004,0.725880156094028
0.6005,0.725913469555085
0.6006,0.72594678101573
0.6007,0.725980090475748
0.6008,0.726013397934926
0.6009,0.726046703393053
0.601,0.726080006849915
0.6011,0.7261133083053
0.6012,0.726146607758994
0.6013,0.726179905210785
0.601399999999999,0.72621320066046
0.6015,0.726246494107808
0.601599999999999,0.726279785552614
0.6017,0.726313074994668
0.601799999999999,0.726346362433756
0.6019,0.726379647869666
0.601999999999999,0.726412931302187
0.6021,0.726446212731105
0.602199999999999,0.726479492156208
0.6023,0.726512769577285
0.6024,0.726546044994123
0.6025,0.72657931840651
0.6026,0.726612589814235
0.6027,0.726645859217085
0.6028,0.726679126614849
0.6029,0.726712392007314
0.603,0.726745655394269
0.6031,0.726778916775503
0.6032,0.726812176150803
0.6033,0.726845433519958
0.6034,0.726878688882756
0.603499999999999,0.726911942238986
0.6036,0.726945193588437
0.603699999999999,0.726978442930897
0.6038,0.727011690266155
0.603899999999999,0.727044935594
0.604,0.727078178914219
0.604099999999999,0.727111420226603
0.6042,0.72714465953094
0.6043,0.727177896827018
0.6044,0.727211132114628
0.6045,0.727244365393557
0.6046,0.727277596663595
0.6047,0.727310825924532
0.6048,0.727344053176156
0.6049,0.727377278418256
0.605,0.727410501650623
0.6051,0.727443722873044
0.6052,0.727476942085311
0.6053,0.727510159287211
0.605399999999999,0.727543374478535
0.6055,0.727576587659072
0.605599999999999,0.727609798828612
0.6057,0.727643007986945
0.605799999999999,0.727676215133859
0.6059,0.727709420269146
0.605999999999999,0.727742623392594
0.6061,0.727775824503995
0.606199999999999,0.727809023603136
0.6063,0.72784222068981
0.6064,0.727875415763805
0.6065,0.727908608824911
0.6066,0.72794179987292
0.6067,0.727974988907621
0.6068,0.728008175928804
0.6069,0.72804136093626
0.607,0.728074543929779
0.6071,0.728107724909151
0.6072,0.728140903874167
0.6073,0.728174080824617
0.6074,0.728207255760293
0.607499999999999,0.728240428680984
0.6076,0.728273599586481
0.607699999999999,0.728306768476575
0.6078,0.728339935351058
0.607899999999999,0.728373100209718
0.608,0.728406263052349
0.608099999999999,0.72843942387874
0.6082,0.728472582688682
0.6083,0.728505739481967
0.6084,0.728538894258385
0.6085,0.728572047017728
0.6086,0.728605197759787
0.6087,0.728638346484354
0.6088,0.728671493191218
0.6089,0.728704637880173
0.609,0.728737780551009
0.6091,0.728770921203518
0.6092,0.728804059837491
0.6093,0.728837196452721
0.609399999999999,0.728870331048997
0.6095,0.728903463626113
0.609599999999999,0.72893659418386
