x,CDF(x)
-3.4185,0.000314836589088646
-3.4184,0.000314952299050935
-3.4183,0.000315068048574276
-3.4182,0.000315183837671043
-3.4181,0.000315299666353602
-3.418,0.000315415534634331
-3.4179,0.000315531442525608
-3.4178,0.000315647390039812
-3.4177,0.000315763377189332
-3.4176,0.000315879403986555
-3.4175,0.000315995470443872
-3.4174,0.00031611157657368
-3.4173,0.000316227722388377
-3.4172,0.000316343907900365
-3.4171,0.000316460133122052
-3.417,0.000316576398065844
-3.4169,0.000316692702744158
-3.4168,0.000316809047169406
-3.4167,0.000316925431354009
-3.4166,0.000317041855310391
-3.4165,0.000317158319050978
-3.4164,0.0003172748225882
-3.4163,0.00031739136593449
-3.4162,0.000317507949102284
-3.4161,0.000317624572104025
-3.416,0.000317741234952155
-3.4159,0.00031785793765912
-3.4158,0.000317974680237373
-3.4157,0.000318091462699367
-3.4156,0.000318208285057561
-3.4155,0.000318325147324414
-3.4154,0.00031844204951239
-3.4153,0.00031855899163396
-3.4152,0.000318675973701593
-3.4151,0.000318792995727765
-3.415,0.000318910057724954
-3.4149,0.000319027159705641
-3.4148,0.000319144301682313
-3.4147,0.000319261483667458
-3.4146,0.000319378705673567
-3.4145,0.000319495967713138
-3.4144,0.000319613269798667
-3.4143,0.00031973061194266
-3.4142,0.000319847994157622
-3.4141,0.00031996541645606
-3.414,0.000320082878850491
-3.4139,0.000320200381353428
-3.4138,0.000320317923977393
-3.4137,0.00032043550673491
-3.4136,0.000320553129638503
-3.4135,0.000320670792700706
-3.4134,0.000320788495934051
-3.4133,0.000320906239351074
-3.4132,0.000321024022964318
-3.4131,0.000321141846786326
-3.413,0.000321259710829647
-3.4129,0.000321377615106832
-3.4128,0.000321495559630433
-3.4127,0.000321613544413012
-3.4126,0.000321731569467129
-3.4125,0.000321849634805349
-3.4124,0.000321967740440241
-3.4123,0.000322085886384376
-3.4122,0.000322204072650332
-3.4121,0.000322322299250686
-3.412,0.000322440566198021
-3.4119,0.000322558873504924
-3.4118,0.000322677221183984
-3.4117,0.000322795609247793
-3.4116,0.000322914037708949
-3.4115,0.000323032506580052
-3.4114,0.000323151015873705
-3.4113,0.000323269565602514
-3.4112,0.000323388155779091
-3.4111,0.00032350678641605
-3.411,0.000323625457526008
-3.4109,0.000323744169121585
-3.4108,0.000323862921215408
-3.4107,0.000323981713820102
-3.4106,0.000324100546948301
-3.4105,0.000324219420612639
-3.4104,0.000324338334825753
-3.4103,0.000324457289600287
-3.4102,0.000324576284948886
-3.4101,0.000324695320884199
-3.41,0.000324814397418879
-3.4099,0.00032493351456558
-3.4098,0.000325052672336963
-3.4097,0.000325171870745691
-3.4096,0.00032529110980443
-3.4095,0.000325410389525851
-3.4094,0.000325529709922625
-3.4093,0.000325649071007431
-3.4092,0.000325768472792951
-3.4091,0.000325887915291866
-3.409,0.000326007398516865
-3.4089,0.000326126922480639
-3.4088,0.000326246487195882
-3.4087,0.000326366092675294
-3.4086,0.000326485738931574
-3.4085,0.000326605425977428
-3.4084,0.000326725153825565
-3.4083,0.000326844922488698
-3.4082,0.000326964731979541
-3.4081,0.000327084582310814
-3.408,0.000327204473495238
-3.4079,0.000327324405545543
-3.4078,0.000327444378474456
-3.4077,0.00032756439229471
-3.4076,0.000327684447019043
-3.4075,0.000327804542660195
-3.4074,0.000327924679230909
-3.4073,0.000328044856743934
-3.4072,0.00032816507521202
-3.4071,0.00032828533464792
-3.407,0.000328405635064394
-3.4069,0.000328525976474202
-3.4068,0.000328646358890111
-3.4067,0.000328766782324887
-3.4066,0.000328887246791304
-3.4065,0.000329007752302136
-3.4064,0.000329128298870164
-3.4063,0.000329248886508168
-3.4062,0.000329369515228937
-3.4061,0.000329490185045259
-3.406,0.000329610895969928
-3.4059,0.000329731648015739
-3.4058,0.000329852441195496
-3.4057,0.000329973275521999
-3.4056,0.000330094151008057
-3.4055,0.000330215067666482
-3.4054,0.000330336025510086
-3.4053,0.00033045702455169
-3.4052,0.000330578064804113
-3.4051,0.000330699146280181
-3.405,0.000330820268992723
-3.4049,0.000330941432954571
-3.4048,0.00033106263817856
-3.4047,0.000331183884677531
-3.4046,0.000331305172464324
-3.4045,0.000331426501551789
-3.4044,0.000331547871952773
-3.4043,0.00033166928368013
-3.4042,0.000331790736746718
-3.4041,0.000331912231165397
-3.404,0.000332033766949031
-3.4039,0.000332155344110489
-3.4038,0.00033227696266264
-3.4037,0.00033239862261836
-3.4036,0.000332520323990527
-3.4035,0.000332642066792023
-3.4034,0.000332763851035734
-3.4033,0.000332885676734547
-3.4032,0.000333007543901357
-3.4031,0.00033312945254906
-3.403,0.000333251402690554
-3.4029,0.000333373394338743
-3.4028,0.000333495427506534
-3.4027,0.000333617502206837
-3.4026,0.000333739618452567
-3.4025,0.000333861776256639
-3.4024,0.000333983975631978
-3.4023,0.000334106216591505
-3.4022,0.000334228499148149
-3.4021,0.000334350823314843
-3.402,0.000334473189104521
-3.4019,0.000334595596530123
-3.4018,0.000334718045604592
-3.4017,0.000334840536340871
-3.4016,0.000334963068751913
-3.4015,0.000335085642850669
-3.4014,0.000335208258650097
-3.4013,0.000335330916163156
-3.4012,0.000335453615402811
-3.4011,0.00033557635638203
-3.401,0.000335699139113783
-3.4009,0.000335821963611044
-3.4008,0.000335944829886793
-3.4007,0.00033606773795401
-3.4006,0.000336190687825682
-3.4005,0.000336313679514797
-3.4004,0.000336436713034347
-3.4003,0.00033655978839733
-3.4002,0.000336682905616743
-3.4001,0.000336806064705592
-3.4,0.000336929265676882
-3.3999,0.000337052508543623
-3.3998,0.000337175793318831
-3.3997,0.000337299120015524
-3.3996,0.00033742248864672
-3.3995,0.000337545899225446
-3.3994,0.000337669351764731
-3.3993,0.000337792846277605
-3.3992,0.000337916382777105
-3.3991,0.000338039961276269
-3.399,0.000338163581788141
-3.3989,0.000338287244325768
-3.3988,0.000338410948902197
-3.3987,0.000338534695530484
-3.3986,0.000338658484223686
-3.3985,0.000338782314994862
-3.3984,0.000338906187857079
-3.3983,0.000339030102823401
-3.3982,0.000339154059906904
-3.3981,0.000339278059120661
-3.398,0.00033940210047775
-3.3979,0.000339526183991254
-3.3978,0.000339650309674259
-3.3977,0.000339774477539855
-3.3976,0.000339898687601134
-3.3975,0.000340022939871193
-3.3974,0.000340147234363134
-3.3973,0.000340271571090059
-3.3972,0.000340395950065077
-3.3971,0.000340520371301298
-3.397,0.000340644834811837
-3.3969,0.000340769340609813
-3.3968,0.000340893888708347
-3.3967,0.000341018479120566
-3.3966,0.000341143111859598
-3.3965,0.000341267786938576
-3.3964,0.000341392504370637
-3.3963,0.000341517264168922
-3.3962,0.000341642066346571
-3.3961,0.000341766910916736
-3.396,0.000341891797892565
-3.3959,0.000342016727287213
-3.3958,0.000342141699113839
-3.3957,0.000342266713385603
-3.3956,0.000342391770115673
-3.3955,0.000342516869317216
-3.3954,0.000342642011003405
-3.3953,0.000342767195187417
-3.3952,0.000342892421882431
-3.3951,0.000343017691101632
-3.395,0.000343143002858206
-3.3949,0.000343268357165342
-3.3948,0.000343393754036238
-3.3947,0.00034351919348409
-3.3946,0.000343644675522099
-3.3945,0.000343770200163472
-3.3944,0.000343895767421417
-3.3943,0.000344021377309147
-3.3942,0.000344147029839879
-3.3941,0.000344272725026829
-3.394,0.000344398462883225
-3.3939,0.000344524243422292
-3.3938,0.000344650066657261
-3.3937,0.000344775932601366
-3.3936,0.000344901841267846
-3.3935,0.000345027792669942
-3.3934,0.000345153786820899
-3.3933,0.000345279823733965
-3.3932,0.000345405903422396
-3.3931,0.000345532025899444
-3.393,0.000345658191178372
-3.3929,0.000345784399272442
-3.3928,0.000345910650194921
-3.3927,0.000346036943959081
-3.3926,0.000346163280578195
-3.3925,0.000346289660065542
-3.3924,0.000346416082434403
-3.3923,0.000346542547698063
-3.3922,0.000346669055869813
-3.3921,0.000346795606962945
-3.392,0.000346922200990753
-3.3919,0.000347048837966541
-3.3918,0.000347175517903609
-3.3917,0.000347302240815265
-3.3916,0.000347429006714823
-3.3915,0.000347555815615592
-3.3914,0.000347682667530895
-3.3913,0.000347809562474053
-3.3912,0.000347936500458391
-3.3911,0.000348063481497237
-3.391,0.000348190505603925
-3.3909,0.000348317572791792
-3.3908,0.000348444683074179
-3.3907,0.000348571836464426
-3.3906,0.000348699032975885
-3.3905,0.000348826272621905
-3.3904,0.000348953555415841
-3.3903,0.000349080881371051
-3.3902,0.000349208250500899
-3.3901,0.000349335662818749
-3.39,0.000349463118337972
-3.3899,0.00034959061707194
-3.3898,0.000349718159034031
-3.3897,0.000349845744237624
-3.3896,0.000349973372696104
-3.3895,0.000350101044422859
-3.3894,0.000350228759431281
-3.3893,0.000350356517734765
-3.3892,0.000350484319346709
-3.3891,0.000350612164280515
-3.389,0.000350740052549593
-3.3889,0.000350867984167349
-3.3888,0.000350995959147198
-3.3887,0.000351123977502558
-3.3886,0.000351252039246848
-3.3885,0.000351380144393495
-3.3884,0.000351508292955925
-3.3883,0.000351636484947572
-3.3882,0.000351764720381871
-3.3881,0.000351892999272261
-3.388,0.000352021321632185
-3.3879,0.000352149687475092
-3.3878,0.000352278096814428
-3.3877,0.000352406549663651
-3.3876,0.000352535046036217
-3.3875,0.000352663585945589
-3.3874,0.000352792169405231
-3.3873,0.00035292079642861
-3.3872,0.000353049467029202
-3.3871,0.000353178181220483
-3.387,0.000353306939015931
-3.3869,0.00035343574042903
-3.3868,0.000353564585473268
-3.3867,0.000353693474162136
-3.3866,0.00035382240650913
-3.3865,0.000353951382527745
-3.3864,0.000354080402231487
-3.3863,0.000354209465633859
-3.3862,0.000354338572748371
-3.3861,0.000354467723588538
-3.386,0.000354596918167875
-3.3859,0.000354726156499904
-3.3858,0.000354855438598149
-3.3857,0.000354984764476137
-3.3856,0.000355114134147402
-3.3855,0.000355243547625477
-3.3854,0.000355373004923902
-3.3853,0.000355502506056221
-3.3852,0.000355632051035979
-3.3851,0.000355761639876728
-3.385,0.00035589127259202
-3.3849,0.000356020949195413
-3.3848,0.000356150669700471
-3.3847,0.000356280434120757
-3.3846,0.000356410242469839
-3.3845,0.000356540094761292
-3.3844,0.00035666999100869
-3.3843,0.000356799931225615
-3.3842,0.000356929915425649
-3.3841,0.00035705994362238
-3.384,0.0003571900158294
-3.3839,0.000357320132060303
-3.3838,0.000357450292328688
-3.3837,0.000357580496648157
-3.3836,0.000357710745032317
-3.3835,0.000357841037494776
-3.3834,0.000357971374049148
-3.3833,0.000358101754709051
-3.3832,0.000358232179488107
-3.3831,0.000358362648399938
-3.383,0.000358493161458173
-3.3829,0.000358623718676447
-3.3828,0.000358754320068392
-3.3827,0.00035888496564765
-3.3826,0.000359015655427863
-3.3825,0.000359146389422679
-3.3824,0.000359277167645749
-3.3823,0.000359407990110725
-3.3822,0.000359538856831269
-3.3821,0.00035966976782104
-3.382,0.000359800723093705
-3.3819,0.000359931722662934
-3.3818,0.000360062766542399
-3.3817,0.000360193854745778
-3.3816,0.000360324987286751
-3.3815,0.000360456164179001
-3.3814,0.000360587385436219
-3.3813,0.000360718651072096
-3.3812,0.000360849961100326
-3.3811,0.00036098131553461
-3.381,0.000361112714388651
-3.3809,0.000361244157676156
-3.3808,0.000361375645410834
-3.3807,0.000361507177606401
-3.3806,0.000361638754276575
-3.3805,0.000361770375435077
-3.3804,0.000361902041095634
-3.3803,0.000362033751271974
-3.3802,0.00036216550597783
-3.3801,0.00036229730522694
-3.38,0.000362429149033044
-3.3799,0.000362561037409887
-3.3798,0.000362692970371216
-3.3797,0.000362824947930783
-3.3796,0.000362956970102345
-3.3795,0.000363089036899661
-3.3794,0.000363221148336493
-3.3793,0.000363353304426608
-3.3792,0.000363485505183777
-3.3791,0.000363617750621776
-3.379,0.000363750040754382
-3.3789,0.000363882375595375
-3.3788,0.000364014755158543
-3.3787,0.000364147179457676
-3.3786,0.000364279648506566
-3.3785,0.00036441216231901
-3.3784,0.000364544720908809
-3.3783,0.000364677324289768
-3.3782,0.000364809972475696
-3.3781,0.000364942665480402
-3.378,0.000365075403317705
-3.3779,0.000365208186001423
-3.3778,0.000365341013545381
-3.3777,0.000365473885963404
-3.3776,0.000365606803269324
-3.3775,0.000365739765476977
-3.3774,0.0003658727726002
-3.3773,0.000366005824652834
-3.3772,0.000366138921648728
-3.3771,0.00036627206360173
-3.377,0.000366405250525694
-3.3769,0.000366538482434478
-3.3768,0.000366671759341942
-3.3767,0.000366805081261953
-3.3766,0.000366938448208377
-3.3765,0.000367071860195088
-3.3764,0.000367205317235962
-3.3763,0.000367338819344879
-3.3762,0.000367472366535723
-3.3761,0.000367605958822383
-3.376,0.000367739596218747
-3.3759,0.000367873278738715
-3.3758,0.000368007006396182
-3.3757,0.000368140779205052
-3.3756,0.000368274597179233
-3.3755,0.000368408460332632
-3.3754,0.000368542368679167
-3.3753,0.000368676322232755
-3.3752,0.000368810321007316
-3.3751,0.000368944365016778
-3.375,0.000369078454275068
-3.3749,0.00036921258879612
-3.3748,0.000369346768593873
-3.3747,0.000369480993682264
-3.3746,0.000369615264075241
-3.3745,0.000369749579786751
-3.3744,0.000369883940830745
-3.3743,0.000370018347221181
-3.3742,0.000370152798972017
-3.3741,0.000370287296097218
-3.374,0.000370421838610751
-3.3739,0.000370556426526587
-3.3738,0.0003706910598587
-3.3737,0.000370825738621071
-3.3736,0.00037096046282768
-3.3735,0.000371095232492516
-3.3734,0.000371230047629568
-3.3733,0.000371364908252829
-3.3732,0.000371499814376299
-3.3731,0.000371634766013977
-3.373,0.000371769763179871
-3.3729,0.000371904805887989
-3.3728,0.000372039894152344
-3.3727,0.000372175027986954
-3.3726,0.00037231020740584
-3.3725,0.000372445432423024
-3.3724,0.000372580703052537
-3.3723,0.000372716019308409
-3.3722,0.000372851381204678
-3.3721,0.000372986788755383
-3.372,0.000373122241974566
-3.3719,0.000373257740876279
-3.3718,0.000373393285474568
-3.3717,0.000373528875783492
-3.3716,0.000373664511817107
-3.3715,0.000373800193589478
-3.3714,0.000373935921114672
-3.3713,0.000374071694406757
-3.3712,0.000374207513479808
-3.3711,0.000374343378347905
-3.371,0.000374479289025128
-3.3709,0.000374615245525564
-3.3708,0.000374751247863301
-3.3707,0.000374887296052433
-3.3706,0.000375023390107059
-3.3705,0.000375159530041278
-3.3704,0.000375295715869196
-3.3703,0.00037543194760492
-3.3702,0.000375568225262565
-3.3701,0.000375704548856246
-3.37,0.000375840918400085
-3.3699,0.000375977333908202
-3.3698,0.00037611379539473
-3.3697,0.000376250302873798
-3.3696,0.000376386856359542
-3.3695,0.000376523455866103
-3.3694,0.00037666010140762
-3.3693,0.000376796792998245
-3.3692,0.000376933530652128
-3.3691,0.000377070314383422
-3.369,0.000377207144206287
-3.3689,0.000377344020134885
-3.3688,0.000377480942183383
-3.3687,0.000377617910365952
-3.3686,0.000377754924696763
-3.3685,0.000377891985189999
-3.3684,0.000378029091859837
-3.3683,0.000378166244720465
-3.3682,0.000378303443786072
-3.3681,0.000378440689070852
-3.368,0.000378577980589001
-3.3679,0.000378715318354723
-3.3678,0.000378852702382218
-3.3677,0.0003789901326857
-3.3676,0.000379127609279379
-3.3675,0.000379265132177471
-3.3674,0.000379402701394198
-3.3673,0.000379540316943783
-3.3672,0.000379677978840456
-3.3671,0.000379815687098447
-3.367,0.000379953441731992
-3.3669,0.000380091242755333
-3.3668,0.000380229090182711
-3.3667,0.000380366984028374
-3.3666,0.000380504924306575
-3.3665,0.000380642911031566
-3.3664,0.00038078094421761
-3.3663,0.000380919023878967
-3.3662,0.000381057150029905
-3.3661,0.000381195322684695
-3.366,0.00038133354185761
-3.3659,0.00038147180756293
-3.3658,0.000381610119814938
-3.3657,0.000381748478627917
-3.3656,0.000381886884016161
-3.3655,0.000382025335993961
-3.3654,0.000382163834575616
-3.3653,0.000382302379775429
-3.3652,0.000382440971607702
-3.3651,0.000382579610086747
-3.365,0.000382718295226879
-3.3649,0.000382857027042412
-3.3648,0.000382995805547668
-3.3647,0.000383134630756973
-3.3646,0.000383273502684655
-3.3645,0.000383412421345049
-3.3644,0.000383551386752487
-3.3643,0.000383690398921315
-3.3642,0.000383829457865873
-3.3641,0.000383968563600512
-3.364,0.000384107716139583
-3.3639,0.000384246915497443
-3.3638,0.000384386161688451
-3.3637,0.000384525454726973
-3.3636,0.000384664794627373
-3.3635,0.000384804181404027
-3.3634,0.000384943615071308
-3.3633,0.000385083095643596
-3.3632,0.000385222623135275
-3.3631,0.000385362197560732
-3.363,0.000385501818934359
-3.3629,0.000385641487270549
-3.3628,0.000385781202583701
-3.3627,0.000385920964888221
-3.3626,0.000386060774198513
-3.3625,0.00038620063052899
-3.3624,0.000386340533894065
-3.3623,0.000386480484308155
-3.3622,0.000386620481785687
-3.3621,0.000386760526341083
-3.362,0.000386900617988775
-3.3619,0.000387040756743197
-3.3618,0.000387180942618788
-3.3617,0.000387321175629989
-3.3616,0.000387461455791246
-3.3615,0.000387601783117009
-3.3614,0.000387742157621732
-3.3613,0.000387882579319871
-3.3612,0.00038802304822589
-3.3611,0.000388163564354254
-3.361,0.00038830412771943
-3.3609,0.000388444738335894
-3.3608,0.000388585396218123
-3.3607,0.000388726101380597
-3.3606,0.000388866853837801
-3.3605,0.000389007653604226
-3.3604,0.000389148500694362
-3.3603,0.00038928939512271
-3.3602,0.000389430336903765
-3.3601,0.000389571326052037
-3.36,0.000389712362582033
-3.3599,0.000389853446508264
-3.3598,0.000389994577845248
-3.3597,0.000390135756607504
-3.3596,0.000390276982809559
-3.3595,0.00039041825646594
-3.3594,0.000390559577591177
-3.3593,0.00039070094619981
-3.3592,0.000390842362306376
-3.3591,0.000390983825925421
-3.359,0.000391125337071492
-3.3589,0.000391266895759141
-3.3588,0.000391408502002924
-3.3587,0.000391550155817401
-3.3586,0.000391691857217134
-3.3585,0.000391833606216694
-3.3584,0.000391975402830649
-3.3583,0.000392117247073577
-3.3582,0.000392259138960058
-3.3581,0.000392401078504671
-3.358,0.000392543065722009
-3.3579,0.00039268510062666
-3.3578,0.00039282718323322
-3.3577,0.000392969313556288
-3.3576,0.000393111491610468
-3.3575,0.000393253717410366
-3.3574,0.000393395990970595
-3.3573,0.000393538312305767
-3.3572,0.000393680681430503
-3.3571,0.000393823098359426
-3.357,0.000393965563107161
-3.3569,0.000394108075688342
-3.3568,0.0003942506361176
-3.3567,0.000394393244409577
-3.3566,0.000394535900578915
-3.3565,0.000394678604640259
-3.3564,0.00039482135660826
-3.3563,0.000394964156497574
-3.3562,0.000395107004322858
-3.3561,0.000395249900098777
-3.356,0.000395392843839994
-3.3559,0.000395535835561182
-3.3558,0.000395678875277014
-3.3557,0.000395821963002169
-3.3556,0.000395965098751329
-3.3555,0.000396108282539181
-3.3554,0.000396251514380415
-3.3553,0.000396394794289724
-3.3552,0.000396538122281806
-3.3551,0.000396681498371366
-3.355,0.000396824922573108
-3.3549,0.000396968394901742
-3.3548,0.000397111915371983
-3.3547,0.000397255483998548
-3.3546,0.000397399100796161
-3.3545,0.000397542765779546
-3.3544,0.000397686478963433
-3.3543,0.000397830240362557
-3.3542,0.000397974049991655
-3.3541,0.00039811790786547
-3.354,0.000398261813998748
-3.3539,0.000398405768406236
-3.3538,0.000398549771102692
-3.3537,0.000398693822102872
-3.3536,0.000398837921421536
-3.3535,0.000398982069073454
-3.3534,0.000399126265073391
-3.3533,0.000399270509436124
-3.3532,0.00039941480217643
-3.3531,0.000399559143309091
-3.353,0.000399703532848892
-3.3529,0.000399847970810623
-3.3528,0.000399992457209077
-3.3527,0.000400136992059055
-3.3526,0.000400281575375354
-3.3525,0.000400426207172783
-3.3524,0.000400570887466151
-3.3523,0.000400715616270271
-3.3522,0.000400860393599961
-3.3521,0.000401005219470043
-3.352,0.000401150093895342
-3.3519,0.00040129501689069
-3.3518,0.000401439988470916
-3.3517,0.000401585008650863
-3.3516,0.000401730077445369
-3.3515,0.000401875194869282
-3.3514,0.00040202036093745
-3.3513,0.000402165575664727
-3.3512,0.000402310839065973
-3.3511,0.000402456151156046
-3.351,0.000402601511949813
-3.3509,0.000402746921462146
-3.3508,0.000402892379707916
-3.3507,0.000403037886702003
-3.3506,0.000403183442459286
-3.3505,0.000403329046994653
-3.3504,0.000403474700322994
-3.3503,0.000403620402459201
-3.3502,0.000403766153418173
-3.3501,0.000403911953214811
-3.35,0.000404057801864022
-3.3499,0.000404203699380715
-3.3498,0.000404349645779805
-3.3497,0.000404495641076207
-3.3496,0.000404641685284847
-3.3495,0.000404787778420649
-3.3494,0.000404933920498542
-3.3493,0.000405080111533462
-3.3492,0.000405226351540344
-3.3491,0.000405372640534132
-3.349,0.000405518978529774
-3.3489,0.000405665365542217
-3.3488,0.000405811801586417
-3.3487,0.00040595828667733
-3.3486,0.00040610482082992
-3.3485,0.000406251404059154
-3.3484,0.000406398036379999
-3.3483,0.000406544717807433
-3.3482,0.000406691448356432
-3.3481,0.000406838228041978
-3.348,0.000406985056879059
-3.3479,0.000407131934882664
-3.3478,0.000407278862067789
-3.3477,0.000407425838449432
-3.3476,0.000407572864042593
-3.3475,0.000407719938862282
-3.3474,0.000407867062923508
-3.3473,0.000408014236241286
-3.3472,0.000408161458830634
-3.3471,0.000408308730706575
-3.347,0.000408456051884137
-3.3469,0.000408603422378349
-3.3468,0.000408750842204246
-3.3467,0.000408898311376869
-3.3466,0.000409045829911259
-3.3465,0.000409193397822463
-3.3464,0.000409341015125533
-3.3463,0.000409488681835523
-3.3462,0.000409636397967493
-3.3461,0.000409784163536506
-3.346,0.000409931978557629
-3.3459,0.000410079843045933
-3.3458,0.000410227757016494
-3.3457,0.000410375720484391
-3.3456,0.000410523733464709
-3.3455,0.000410671795972532
-3.3454,0.000410819908022956
-3.3453,0.000410968069631073
-3.3452,0.000411116280811984
-3.3451,0.000411264541580794
-3.345,0.000411412851952608
-3.3449,0.00041156121194254
-3.3448,0.000411709621565706
-3.3447,0.000411858080837225
-3.3446,0.000412006589772222
-3.3445,0.000412155148385824
-3.3444,0.000412303756693164
-3.3443,0.000412452414709379
-3.3442,0.000412601122449607
-3.3441,0.000412749879928995
-3.344,0.00041289868716269
-3.3439,0.000413047544165844
-3.3438,0.000413196450953615
-3.3437,0.000413345407541164
-3.3436,0.000413494413943654
-3.3435,0.000413643470176256
-3.3434,0.00041379257625414
-3.3433,0.000413941732192487
-3.3432,0.000414090938006475
-3.3431,0.000414240193711289
-3.343,0.00041438949932212
-3.3429,0.00041453885485416
-3.3428,0.000414688260322608
-3.3427,0.000414837715742663
-3.3426,0.000414987221129532
-3.3425,0.000415136776498426
-3.3424,0.000415286381864557
-3.3423,0.000415436037243142
-3.3422,0.000415585742649406
-3.3421,0.000415735498098571
-3.342,0.00041588530360587
-3.3419,0.000416035159186536
-3.3418,0.000416185064855808
-3.3417,0.000416335020628928
-3.3416,0.000416485026521142
-3.3415,0.0004166350825477
-3.3414,0.000416785188723859
-3.3413,0.000416935345064876
-3.3412,0.000417085551586013
-3.3411,0.000417235808302539
-3.341,0.000417386115229724
-3.3409,0.000417536472382843
-3.3408,0.000417686879777174
-3.3407,0.000417837337428003
-3.3406,0.000417987845350617
-3.3405,0.000418138403560305
-3.3404,0.000418289012072364
-3.3403,0.000418439670902095
-3.3402,0.0004185903800648
-3.3401,0.000418741139575788
-3.34,0.00041889194945037
-3.3399,0.000419042809703864
-3.3398,0.000419193720351589
-3.3397,0.000419344681408869
-3.3396,0.000419495692891033
-3.3395,0.000419646754813413
-3.3394,0.000419797867191348
-3.3393,0.000419949030040176
-3.3392,0.000420100243375243
-3.3391,0.000420251507211898
-3.339,0.000420402821565494
-3.3389,0.000420554186451389
-3.3388,0.000420705601884944
-3.3387,0.000420857067881524
-3.3386,0.0004210085844565
-3.3385,0.000421160151625245
-3.3384,0.000421311769403135
-3.3383,0.000421463437805555
-3.3382,0.000421615156847889
-3.3381,0.000421766926545529
-3.338,0.000421918746913868
-3.3379,0.000422070617968305
-3.3378,0.000422222539724243
-3.3377,0.000422374512197087
-3.3376,0.00042252653540225
-3.3375,0.000422678609355146
-3.3374,0.000422830734071196
-3.3373,0.000422982909565819
-3.3372,0.000423135135854447
-3.3371,0.000423287412952509
-3.337,0.000423439740875441
-3.3369,0.000423592119638683
-3.3368,0.000423744549257679
-3.3367,0.000423897029747878
-3.3366,0.000424049561124731
-3.3365,0.000424202143403693
-3.3364,0.000424354776600229
-3.3363,0.000424507460729799
-3.3362,0.000424660195807874
-3.3361,0.000424812981849927
-3.336,0.000424965818871433
-3.3359,0.000425118706887877
-3.3358,0.000425271645914741
-3.3357,0.000425424635967516
-3.3356,0.000425577677061695
-3.3355,0.000425730769212776
-3.3354,0.000425883912436261
-3.3353,0.000426037106747658
-3.3352,0.000426190352162473
-3.3351,0.000426343648696224
-3.335,0.000426496996364428
-3.3349,0.000426650395182608
-3.3348,0.000426803845166292
-3.3347,0.000426957346331008
-3.3346,0.000427110898692294
-3.3345,0.00042726450226569
-3.3344,0.000427418157066737
-3.3343,0.000427571863110983
-3.3342,0.00042772562041398
-3.3341,0.000427879428991286
-3.334,0.000428033288858459
-3.3339,0.000428187200031062
-3.3338,0.000428341162524668
-3.3337,0.000428495176354846
-3.3336,0.000428649241537173
-3.3335,0.000428803358087231
-3.3334,0.000428957526020604
-3.3333,0.000429111745352884
-3.3332,0.000429266016099661
-3.3331,0.000429420338276533
-3.333,0.000429574711899105
-3.3329,0.000429729136982981
-3.3328,0.00042988361354377
-3.3327,0.000430038141597087
-3.3326,0.000430192721158552
-3.3325,0.000430347352243787
-3.3324,0.000430502034868417
-3.3323,0.000430656769048075
-3.3322,0.000430811554798395
-3.3321,0.000430966392135017
-3.332,0.000431121281073585
-3.3319,0.000431276221629748
-3.3318,0.000431431213819153
-3.3317,0.000431586257657462
-3.3316,0.000431741353160331
-3.3315,0.000431896500343427
-3.3314,0.000432051699222417
-3.3313,0.000432206949812975
-3.3312,0.000432362252130778
-3.3311,0.000432517606191507
-3.331,0.000432673012010847
-3.3309,0.000432828469604487
-3.3308,0.000432983978988123
-3.3307,0.000433139540177451
-3.3306,0.000433295153188175
-3.3305,0.000433450818035998
-3.3304,0.000433606534736634
-3.3303,0.000433762303305798
-3.3302,0.000433918123759206
-3.3301,0.000434073996112583
-3.33,0.000434229920381656
-3.3299,0.000434385896582157
-3.3298,0.000434541924729822
-3.3297,0.000434698004840389
-3.3296,0.000434854136929605
-3.3295,0.000435010321013216
-3.3294,0.000435166557106975
-3.3293,0.00043532284522664
-3.3292,0.000435479185387971
-3.3291,0.000435635577606735
-3.329,0.000435792021898698
-3.3289,0.000435948518279635
-3.3288,0.000436105066765326
-3.3287,0.000436261667371551
-3.3286,0.000436418320114096
-3.3285,0.000436575025008752
-3.3284,0.000436731782071314
-3.3283,0.000436888591317581
-3.3282,0.000437045452763356
-3.3281,0.000437202366424445
-3.328,0.00043735933231666
-3.3279,0.000437516350455818
-3.3278,0.000437673420857739
-3.3277,0.000437830543538246
-3.3276,0.000437987718513167
-3.3275,0.000438144945798337
-3.3274,0.000438302225409591
-3.3273,0.000438459557362769
-3.3272,0.00043861694167372
-3.3271,0.000438774378358289
-3.327,0.000438931867432333
-3.3269,0.00043908940891171
-3.3268,0.00043924700281228
-3.3267,0.000439404649149911
-3.3266,0.000439562347940474
-3.3265,0.000439720099199842
-3.3264,0.000439877902943897
-3.3263,0.000440035759188519
-3.3262,0.000440193667949599
-3.3261,0.000440351629243027
-3.326,0.000440509643084699
-3.3259,0.000440667709490515
-3.3258,0.00044082582847638
-3.3257,0.000440984000058204
-3.3256,0.0004411422242519
-3.3255,0.000441300501073382
-3.3254,0.000441458830538575
-3.3253,0.000441617212663403
-3.3252,0.000441775647463797
-3.3251,0.000441934134955691
-3.325,0.000442092675155022
-3.3249,0.000442251268077736
-3.3248,0.000442409913739777
-3.3247,0.000442568612157096
