step,li_err, learning_rate, time_train, time_mc  
 5000, 0.15002155303955078, 0.009999999776482582, 298.9458646774292, 3.1941020488739014
10000, 0.24599170684814453, 0.009999999776482582, 291.58207631111145, 2.03828763961792
15000, 0.3370370864868164, 0.009999999776482582, 214.42286944389343, 2.0259759426116943
20000, 0.5344438552856445, 0.009999999776482582, 147.47979092597961, 2.025266170501709
25000, 0.46060848236083984, 0.009999999776482582, 118.7305679321289, 2.027754068374634
30000, 0.6158428192138672, 0.009999999776482582, 118.31136393547058, 2.026538848876953
35000, 0.6562461853027344, 0.009999999776482582, 118.22731757164001, 2.0282821655273438
40000, 0.8911304473876953, 0.0010000000474974513, 118.29963397979736, 2.0259132385253906
45000, 0.10366439819335938, 0.0010000000474974513, 118.26005554199219, 2.0281081199645996
50000, 0.08788013458251953, 0.0010000000474974513, 118.28530240058899, 2.0292410850524902
55000, 0.0341033935546875, 0.0010000000474974513, 118.28330969810486, 2.0291483402252197
60000, 0.04187583923339844, 0.0010000000474974513, 118.27060055732727, 2.0265233516693115
65000, 0.0924072265625, 0.0010000000474974513, 118.36838960647583, 2.0270802974700928
70000, 0.05303382873535156, 0.0010000000474974513, 118.30964684486389, 2.026674270629883
75000, 0.09586334228515625, 0.0010000000474974513, 118.34917259216309, 2.026744842529297
80000, 0.04439735412597656, 0.00010000000474974513, 118.34204053878784, 2.0273168087005615
85000, 0.029581069946289062, 0.00010000000474974513, 118.26258206367493, 2.027554512023926
90000, 0.026121139526367188, 0.00010000000474974513, 118.31879186630249, 2.0281012058258057
95000, 0.028034210205078125, 0.00010000000474974513, 118.32797288894653, 2.028254270553589
100000, 0.02102947235107422, 0.00010000000474974513, 118.33801245689392, 2.028870105743408
105000, 0.01841527223587036, 0.00010000000474974513, 118.32002663612366, 2.0273542404174805
110000, 0.028421401977539062, 0.00010000000474974513, 118.26809239387512, 2.029000759124756
115000, 0.022844314575195312, 0.00010000000474974513, 118.78389310836792, 2.0280656814575195
120000, 0.034913063049316406, 1.0000000656873453e-05, 118.67666697502136, 2.032067060470581
125000, 0.027990341186523438, 1.0000000656873453e-05, 118.856027841568, 2.030869245529175
130000, 0.02237415313720703, 1.0000000656873453e-05, 118.34932780265808, 2.0266480445861816
135000, 0.025824546813964844, 1.0000000656873453e-05, 118.31033611297607, 2.029974937438965
140000, 0.027025222778320312, 1.0000000656873453e-05, 118.33780455589294, 2.025322198867798
145000, 0.02712249755859375, 1.0000000656873453e-05, 118.3503999710083, 2.0291647911071777
150000, 0.025699615478515625, 1.0000000656873453e-05, 118.3551070690155, 2.0247111320495605
